"Weather Records, Gothic, CO",,,,,,,,,,,
,,,"Temp.,","Temp.,",New ,Water,Total,Total,On ,,
200304,C,04,-8.5,-1.0,10,0.31,72,,25,,
200304,C,05,-6.5,-1.5,9,0.17,81,,30,,
200304,C,06,-11.0,0.0,3,0.05,84,,27,,
200304,C,07,-3.5,-1.0,12,0.21,96,,30,,
200304,C,08,-3.5,3.5,5,0.09,101,,24,,
200304,C,09,-6.5,5.0,0,0.00,101,,20,,
200304,C,10,-1.0,2.0,41,0.87,142,,53,,
200304,C,11,-4.5,0.5,18,0.55,160,,53,,
200304,C,12,-9.0,1.5,0,0.00,160,,48,,
200304,C,13,-1.5,3.5,10,0.32,170,,50,,
200304,C,14,-1.5,0.0,25,0.57,195,,59,,
200304,C,15,-4.5,0.5,3,0.07,198,,56,,
200304,C,16,-11.0,1.0,1,0.02,199,,53,,
200304,C,17,-7.0,-1.5,48,1.16,247,,84,,
200304,C,18,-10.5,-0.5,3,0.09,250,,72,,
200304,C,19,-13.5,1.5,0,0.00,250,,66,,
200304,C,20,-11.0,4.0,0,0.00,250,,63,,
200304,C,21,-9.5,4.5,0,0.00,250,,59,,
200304,C,22,-13.0,-1.0,1,0.02,251,,56,,
200304,C,23,-18.5,-11.5,0,0.00,251,,55,,
200304,C,24,-21.0,-3.0,0,0.00,251,,53,,
200304,C,25,-9.5,-2.0,0,0.00,251,,53,,
200304,C,26,-11.0,-6.0,29,0.68,280,,74,,
200304,C,27,-17.5,-8.0,4,0.21,284,,69,,
200304,C,28,-20.5,-5.0,0,0.00,284,,66,,
200304,C,29,-13.5,1.5,0,0.00,284,,63,,
200304,C,30,-8.5,4.0,0,0.00,284,,61,,
200304,D,01,-6.5,5.5,0,0.00,284,,59,,
200304,D,02,-7.0,2.0,0,0.00,284,,58,,
200304,D,03,-13.5,1.0,0,0.00,284,,58,,
200304,D,04,-13.5,1.0,0,0.00,284,,58,,
200304,D,05,-12.0,2.0,0,0.00,284,,58,,
200304,D,06,-4.5,5.0,0,0.00,284,,57,,
200304,D,07,-2.0,1.5,10,0.23,294,,66,,
200304,D,08,-7.0,0.0,33,0.94,327,,90,,
200304,D,09,-15.5,-6.0,1,0.02,328,,85,,
200304,D,10,-16.0,-2.5,0,0.00,328,,81,,
200304,D,11,-14.0,-5.0,3,0.06,331,,81,,
200304,D,12,-19.0,-6.0,0,0.00,331,,78,,
200304,D,13,-17.5,-4.5,6,0.07,337,,82,,
200304,D,14,-7.5,1.0,1,0.03,338,,79,,
200304,D,15,-12.0,-8.5,15,0.35,353,,86,,
200304,D,16,-21.5,-9.0,1,0.02,354,,84,,
200304,D,17,-17.0,0.0,0,0.00,354,,81,,
200304,D,18,-13.0,0.5,0,0.00,354,,80,,
200304,D,19,-13.0,2.0,0,0.00,354,,80,,
200304,D,20,-12.0,2.0,0,0.00,354,,78,,
200304,D,21,-4.5,1.5,11,0.27,365,,84,,
200304,D,22,-13.5,-1.0,8,0.20,373,,86,,
200304,D,23,-18.0,-3.5,0,0.00,373,,85,,
200304,D,24,-15.0,-1.0,0,0.00,373,,84,,
200304,D,25,-14.0,-3.5,1,0.03,374,,84,,
200304,D,26,-9.0,-1.0,16,0.36,390,,92,,
200304,D,27,-13.0,-9.0,17,0.65,407,,103,,
200304,D,28,-16.0,-9.0,2,0.03,409,,99,,
200304,D,29,-20.5,-9.5,1,0.02,410,,97,,
200304,D,30,-11.5,-5.0,52,0.65,462,,135,,
200304,D,31,-12.0,-1.5,3,0.10,465,,125,,
200304,E,01,-9.0,-1.0,4,0.08,469,,119,,
200304,E,02,-5.5,-2.5,63,1.09,532,,164,,
200304,E,03,-8.5,-4.5,40,1.01,572,,175,,
200304,E,04,-23.0,-11.0,7,0.14,579,,163,,
200304,E,05,-23.0,-13.0,0,0.00,579,,154,,
200304,E,06,-23.5,-7.0,0,0.00,579,,147,,
200304,E,07,-10.0,-1.5,5,0.08,584,,145,,
200304,E,08,-9.5,-1.5,1,0.03,585,,140,,
200304,E,09,-12.0,-1.0,0,0.00,585,,136,,
200304,E,10,-13.5,-1.0,0,0.00,585,,132,,
200304,E,11,-16.0,-1.5,0,0.00,585,,130,,
200304,E,12,-16.5,-3.5,0,0.00,585,,127,,
200304,E,13,-18.0,-2.0,0,0.00,585,,126,,
200304,E,14,-16.0,-1.0,0,0.00,585,,124,,
200304,E,15,-11.5,0.0,0,0.00,585,,122,,
200304,E,16,-8.0,-0.5,1,0.02,586,,122,,
200304,E,17,-13.0,-1.5,0,0.00,586,,120,,
200304,E,18,-16.5,-3.5,0,0.00,586,,119,,
200304,E,19,-18.5,-5.0,0,0.00,586,,118,,
200304,E,20,-12.0,-6.0,6,0.12,592,,124,,
200304,E,21,-17.0,-5.0,5,0.09,597,,126,,
200304,E,22,-20.5,-8.0,0,0.00,597,,124,,
200304,E,23,-18.5,-3.5,0,0.00,597,,122,,
200304,E,24,-16.0,-1.0,0,0.00,597,,121,,
200304,E,25,-13.5,-6.0,17,0.25,614,,133,,
200304,E,26,-18.0,-11.0,2,0.07,616,,130,,
200304,E,27,-21.0,-7.5,1,0.02,617,,127,,
200304,E,28,-13.5,-5.0,7,0.08,624,,131,,
200304,E,29,-11.5,-1.0,0,0.00,624,,128,,
200304,E,30,-11.5,0.0,0,0.00,624,,126,,
200304,E,31,-5.5,-1.5,10,0.18,634,,134,,
200304,F,01,-13.5,-6.0,1,0.03,635,,131,,
200304,F,02,-11.0,-5.0,3,0.07,638,,130,,
200304,F,03,-10.5,-3.5,1,0.02,639,,129,,
200304,F,04,-11.0,-4.5,18,0.45,657,,142,,
200304,F,05,-13.5,-6.5,2,0.05,659,,139,,
200304,F,06,-20.5,-7.0,0,0.00,659,,137,,
200304,F,07,-21.5,-3.5,0,0.00,659,,134,,
200304,F,08,-15.5,-6.0,6,0.16,665,,134,,
200304,F,09,-20.5,-7.0,0,0.00,665,,132,,
200304,F,10,-22.0,-6.5,0,0.00,665,,131,,
200304,F,11,-17.0,-7.5,1,0.03,666,,132,,
200304,F,12,-23.0,-9.0,1,0.02,667,,131,,
200304,F,13,-25.0,-11.0,0,0.00,667,,130,,
200304,F,14,-21.5,-3.5,0,0.00,667,,130,,
200304,F,15,-16.5,-3.0,0,0.00,667,,130,,
200304,F,16,-11.5,-1.0,0,0.00,667,,129,,
200304,F,17,-12.0,4.0,0,0.00,667,,128,,
200304,F,18,-9.5,4.5,0,0.00,667,,127,,
200304,F,19,-4.0,4.0,10,0.18,677,,135,,
200304,F,20,-13.5,0.0,7,0.18,684,,133,,
200304,F,21,-10.5,0.0,11,0.25,695,,142,,
200304,F,22,-7.0,-1.0,20,0.46,715,,152,,
200304,F,23,-9.0,1.5,1,0.04,716,,147,,
200304,F,24,-9.5,0.0,1,0.02,717,,145,,
200304,F,25,-10.5,2.0,3,0.04,720,,141,,
200304,F,26,-13.0,2.0,0,0.00,720,,139,,
200304,F,27,-3.5,2.5,0,0.00,720,,136,,
200304,F,28,-4.5,-0.5,15,0.33,735,,145,,
200304,F,29,-9.5,-1.0,7,0.22,742,,145,,
200304,G,01,-14.0,-3.0,1,0.04,743,,142,,
200304,G,02,-11.5,-1.5,1,0.01,744,,141,,
200304,G,03,-10.5,1.0,2,0.04,746,,140,,
200304,G,04,-8.0,0.0,7,0.14,753,,142,,
200304,G,05,-13.5,-1.5,11,0.25,764,,145,,
200304,G,06,-9.0,-0.5,3,0.07,767,,144,,
200304,G,07,-9.0,5.0,1,0.03,768,,140,,
200304,G,08,-10.5,6.5,0,0.00,768,,138,,
200304,G,09,-9.0,7.0,0,0.00,768,,132,,
200304,G,10,-6.0,6.5,0,0.00,768,,129,,
200304,G,11,-10.5,6.5,0,0.00,768,,127,,
200304,G,12,-10.0,5.5,0,0.00,768,,126,,
200304,G,13,-8.5,6.0,0,0.00,768,,125,,
200304,G,14,-10.5,5.0,0,0.00,768,,124,,
200304,G,15,-6.5,4.5,2,0.04,770,,123,,
200304,G,16,-6.0,4.0,0,0.00,770,,121,,
200304,G,17,-5.5,6.0,0,0.00,770,,119,,
200304,G,18,-7.0,7.0,0,0.00,770,,118,,
200304,G,19,-5.5,10.0,0,0.00,770,,115,,
200304,G,20,-4.5,11.5,0,0.00,770,,112,,
200304,G,21,-4.5,11.0,0,0.00,770,,108,,
200304,G,22,-4.0,10.5,0,0.00,770,,104,,
200304,G,23,-1.5,6.5,3,0.06,773,,102,0.03,
200304,G,24,-0.5,10.0,0,0.00,773,,97,,
200304,G,25,0.0,10.0,4,0.09,777,,94,,
200304,G,26,-4.5,10.0,0,0.00,777,,92,,
200304,G,27,-3.5,1.5,12,0.26,789,,97,,
200304,G,28,-9.0,0.5,5,0.13,794,,96,,
200304,G,29,-13.5,6.5,0,0.00,794,,92,,
200304,G,30,-10.0,9.0,0,0.00,794,,89,,
200304,G,31,-7.0,10.5,0,0.00,794,,86,,
200304,H,01,-5.0,11.0,0,0.00,794,,83,,
200304,H,02,-1.0,9.0,0,0.00,794,,81,,
200304,H,03,0.5,5.5,0,0.00,794,,79,,
200304,H,04,-3.0,8.0,0,0.00,794,,77,,
200304,H,05,-0.5,8.5,18,0.69,812,,82,,
200304,H,06,-4.0,9.0,5,0.13,817,,79,,
200304,H,07,-3.0,10.0,0,0.00,817,,74,,
200304,H,08,0.5,9.0,11,0.33,828,,75,,
200304,H,09,-0.5,6.0,24,0.64,852,,84,,
200304,H,10,-4.0,-0.5,24,0.63,876,,97,,
200304,H,11,-13.5,4.5,4,0.06,880,,88,,
200304,H,12,-4.0,5.5,9,0.18,889,,86,,
200304,H,13,-8.5,9.0,0,0.00,889,,83,,
200304,H,14,-4.0,9.5,0,0.00,889,,78,,
200304,H,15,-0.5,9.0,1,0.02,890,,75,,
200304,H,16,-1.0,10.5,0,0.00,890,,71,,
200304,H,17,-4.0,11.5,0,0.00,890,,66,,
200304,H,18,-3.5,3.5,5,0.13,895,,67,,
200304,H,19,-7.0,8.0,0,0.00,895,,64,,
200304,H,20,-1.5,6.5,4,0.10,899,,64,,
200304,H,21,-6.5,3.5,23,0.47,922,,74,,
200304,H,22,-8.5,3.5,15,0.33,937,,78,,
200304,H,23,-4.0,3.0,11,0.34,948,,79,,
200304,H,24,-9.5,6.5,5,0.10,953,,74,,
200304,H,25,-4.0,7.5,8,0.19,961,,71,,
200304,H,26,-4.5,11.0,0,0.00,961,,65,,
200304,H,27,-4.0,12.0,0,0.00,961,,59,,
200304,H,28,-2.0,11.0,0,0.00,961,,55,,
200304,H,29,0.5,9.0,0,0.00,961,,51,,
200304,H,30,-4.0,6.0,10,0.19,971,,56,,
200304,I,01,-7.0,8.5,4,0.06,975,,51,,
200304,I,02,-2.5,11.0,0,0.00,975,,47,,
200304,I,03,-2.0,14.5,0,0.00,975,,40,,
200304,I,04,0.0,16.0,0,0.00,975,,31,,
200304,I,05,0.0,16.5,0,0.00,975,,23,,
200304,I,06,-0.5,16.5,0,0.00,975,,13,,
200304,I,07,-1.0,16.0,0,0.00,975,,3,,
200304,I,08,-0.5,16.5,0,0.00,975,,0,,
200304,I,09,-0.5,16.0,0,0.00,975,,0,,
200304,I,10,-0.5,17.0,0,0.00,975,,0,,
200304,I,11,1.5,15.0,1,0.03,976,,0,,
200304,I,12,-2.5,5.0,8,0.21,984,,0,,
200304,I,13,-2.5,6.5,15,0.37,999,,3,,
200304,I,14,-6.0,10.5,0,0.00,999,,0,,
200304,I,15,0.0,15.0,0,0.00,999,,0,,
200304,I,16,3.0,16.0,0,0.00,999,,0,,
200304,I,17,2.5,16.0,0,0.00,999,,0,,
200304,I,18,0.0,17.0,0,0.00,999,,0,,
200304,I,19,3.5,19.0,0,0.00,999,,0,,
200304,I,20,0.5,18.5,0,0.00,999,,0,,
200304,I,21,3.0,18.0,0,0.00,999,,0,,
200304,I,22,2.5,15.0,0,0.00,999,,0,,
200304,I,23,0.0,15.0,2,0.05,1001,,0,,
200304,I,24,0.0,16.0,0,0.00,1001,,0,,
200304,I,25,-1.0,17.0,0,0.00,1001,,0,,
200304,I,26,1.5,15.5,0,0.00,1001,,0,,
200304,I,27,0.5,20.5,0,0.00,1001,,0,,
200304,I,28,1.0,20.0,0,0.00,1001,,0,,
200304,I,29,3.5,10.5,4,0.11,1005,,0,,
200304,I,30,-1.5,7.0,8,0.22,1013,,0,,
200304,I,31,0.5,14.5,0,0.00,1013,,0,,
200304,J,01,-0.5,20.0,0,0.00,1013,,,,
200304,J,02,1.5,22.5,0,0.00,1013,,,,
200304,J,03,2.0,23.0,0,0.00,1013,,,,
200304,J,04,2.0,25.5,0,0.00,1013,,,,
200304,J,05,3.0,25.0,0,0.00,1013,,,,
200304,J,06,3.0,26.0,0,0.00,1013,,,,
200304,J,07,3.0,25.5,0,0.00,1013,,,,
200304,J,08,3.0,23.5,0,0.00,1013,,,,
200304,J,09,2.0,21.5,0,0.00,1013,,,,
200304,J,10,3.0,18.5,0,0.00,1013,,,,
200304,J,11,-0.5,13.5,3,0.08,1016,,,,
200304,J,12,0.0,19.0,,,,,,,
200304,J,13,1.5,21.5,,,,,,,
200304,J,14,3.0,25.5,,,,,,,
200304,J,15,3.5,25.0,,,,,,,
200304,J,16,3.0,22.0,,,,,,0.01,
200304,J,17,1.5,20.5,,,,,,0.14,
200304,J,18,3.5,19.5,,,,,,0.19,
200304,J,19,3.0,22.0,,,,,,,
200304,J,20,3.0,23.5,,,,,,,
200304,J,21,4.0,16.5,,,,,,,
200304,J,22,-0.5,19.5,,,,,,,
200304,J,23,0.5,22.0,,,,,,,
200304,J,24,1.5,25.0,,,,,,,
200304,J,25,6.0,22.0,,,,,,0.07,
200304,J,26,3.5,20.0,,,,,,0.02,
200304,J,27,1.5,19.0,,,,,,,
200304,J,28,2.5,23.0,,,,,,,
200304,J,29,5.0,20.0,,,,,,0.03,
200304,J,30,6.0,14.0,,,,,,0.76,
200304,K,01,2.0,21.5,,,,,,0.10,
200304,K,02,1.0,23.0,,,,,,,
200304,K,03,1.5,22.0,,,,,,,
200304,K,04,1.5,23.5,,,,,,,
200304,K,05,6.0,22.0,,,,,,0.15,
200304,K,06,3.0,23.0,,,,,,0.02,
200304,K,07,3.5,24.5,,,,,,,
200304,K,08,3.0,24.5,,,,,,,
200304,K,09,3.0,26.0,,,,,,,
200304,K,10,10.5,24.0,,,,,,,
200304,K,11,5.5,26.0,,,,,,,
200304,K,12,5.0,29.5,,,,,,,
200304,K,13,6.5,28.0,,,,,,,
200304,K,14,8.0,27.0,,,,,,0.06,
200304,K,15,7.0,25.0,,,,,,0.03,
200304,K,16,8.0,26.0,,,,,,0.01,
200304,K,17,8.0,21.5,,,,,,0.20,
200304,K,18,5.5,26.0,,,,,,0.29,
200304,K,19,7.5,24.5,,,,,,0.20,
200304,K,20,6.5,23.5,,,,,,0.01,
200304,K,21,5.5,25.0,,,,,,0.01,
200304,K,22,5.0,24.5,,,,,,,
200304,K,23,6.0,19.0,,,,,,0.44,
200304,K,24,3.5,19.5,,,,,,0.03,
200304,K,25,4.0,21.5,,,,,,,
200304,K,26,3.5,19.0,,,,,,0.11,
200304,K,27,5.0,20.5,,,,,,0.09,
200304,K,28,4.0,21.0,,,,,,,
200304,K,29,3.0,22.5,,,,,,0.01,
200304,K,30,3.0,23.0,,,,,,0.05,
200304,K,31,4.0,24.5,,,,,,,
200304,L,01,4.0,24.5,,,,,,0.07,
200304,L,02,5.5,21.0,,,,,,0.03,
200304,L,03,6.5,23.0,,,,,,,
200304,L,04,4.0,25.0,,,,,,,
200304,L,05,9.5,18.0,,,,,,,
200304,L,06,5.0,23.5,,,,,,,
200304,L,07,9.0,25.0,,,,,,,
200304,L,08,3.0,24.5,,,,,,,
200304,L,09,2.0,25.5,,,,,,,
200304,L,10,4.0,26.5,,,,,,,
200304,L,11,3.5,25.5,,,,,,,
200304,L,12,3.0,25.0,,,,,,,
200304,L,13,2.0,25.5,,,,,,,
200304,L,14,2.4,25.5,,,,,,,
200304,L,15,4.0,25.5,,,,,,,
200304,L,16,4.0,22.5,,,,,,,
200304,L,17,3.5,21.5,,,,,,,
200304,L,18,4.0,16.5,,,,,,0.02,
200304,L,19,5.0,16.5,,,,,,0.10,
200304,L,20,2.0,20.0,,,,,,,
200304,L,21,3.0,17.0,,,,,,0.05,
200304,L,22,3.0,17.0,,,,,,0.29,
200304,L,23,4.0,15.0,,,,,,0.06,
200304,L,24,4.0,19.5,,,,,,0.02,
200304,L,25,4.5,19.0,,,,,,,
200304,L,26,4.0,20.0,,,,,,,
200304,L,27,4.5,14.5,,,,,,0.08,
200304,L,28,3.0,15.0,,,,,,,
200304,L,29,-1.0,22.0,,,,,,,
200304,L,30,2.0,24.0,,,,,,,
200304,L,31,1.5,24.5,,,,,,,
200405,A,01,1.0,25.0,,,,,,,
200405,A,02,1.5,22.0,,,,,,,
200405,A,03,5.0,20.0,,,,,,,
200405,A,04,5.0,12.0,,,,,,0.94,
200405,A,05,2.0,13.5,2,0.07,2,,,,
200405,A,06,-0.5,18.0,,,2,,,,
200405,A,07,0.0,19.5,,,2,,,,
200405,A,08,0.5,21.5,,,2,,,,
200405,A,09,1.0,21.0,,,2,,,,
200405,A,10,4.5,13.5,,,2,,,0.20,
200405,A,11,1.5,21.5,,,2,,,,
200405,A,12,3.5,17.0,,,2,,,0.11,
200405,A,13,6.5,19.0,,,2,,,0.03,
200405,A,14,4.0,20.0,,,2,,,0.04,
200405,A,15,-1.5,17.0,,,2,,,0.02,
200405,A,16,-1.0,19.0,,,2,,,,
200405,A,17,1.0,21.0,,,2,,,,
200405,A,18,1.0,19.5,,,2,,,,
200405,A,19,7.5,11.0,,,2,,,0.69,
200405,A,20,5.0,12.0,,,2,,,0.39,
200405,A,21,3.0,9.0,1,0.04,3,,,0.11,
200405,A,22,-0.5,6.5,1,0.03,4,,,,
200405,A,23,0.5,13.0,1,0.02,5,,,,
200405,A,24,-1.5,13.5,,,5,,,,
200405,A,25,-1.0,14.0,,,5,,,,
200405,A,26,0.0,17.0,,,5,,,,
200405,A,27,-0.5,18.5,,,5,,,,
200405,A,28,0.0,16.0,,,5,,,,
200405,A,29,1.5,10.5,,,5,,,0.03,
200405,A,30,2.0,7.0,15,0.52,20,,2,0.15,
200405,B,01,1.5,10.0,2,0.05,22,,0,,
200405,B,02,0.5,11.5,0,0.00,22,,0,,
200405,B,03,-1.5,14.0,0,0.00,22,,0,,
200405,B,04,-1.5,11.5,0,0.00,22,,0,,
200405,B,05,0.0,11.5,1,0.02,23,,0,,
200405,B,06,1.5,10.5,5,0.15,28,,0,,
200405,B,07,-1.5,13.0,0,0.00,28,,0,,
200405,B,08,-1.5,15.0,0,0.00,28,,0,,
200405,B,09,-2.5,15.5,0,0.00,28,,0,,
200405,B,10,-1.5,14.5,0,0.00,28,,0,,
200405,B,11,-1.5,12.5,0,0.00,28,,0,0.01,
200405,B,12,-1.0,14.5,0,0.00,28,,0,,
200405,B,13,0.0,9.0,2,0.05,30,,0,,
200405,B,14,-2.5,13.5,0,0.00,30,,0,,
200405,B,15,0.0,14.0,0,0.00,30,,0,,
200405,B,16,0.5,14.0,0,0.00,30,,0,,
200405,B,17,0.0,11.0,1,0.02,31,,0,,
200405,B,18,1.5,4.5,25,0.78,56,,13,,
200405,B,19,1.0,5.0,6,0.14,62,,11,,
200405,B,20,0.5,10.0,0,0.00,62,,3,,
200405,B,21,3.0,11.0,0,0.00,62,,0,,
200405,B,22,-1.5,1.5,10,0.23,72,,10,,
200405,B,23,-9.0,6.5,1,0.03,73,,1,,
200405,B,24,-2.5,5.0,2,0.05,75,,0,,
200405,B,25,-0.5,2.5,6,0.18,81,,5,,
200405,B,26,-0.5,7.0,5,0.12,86,,0,,
200405,B,27,-1.0,9.5,0,0.00,86,,0,,
200405,B,28,-3.0,8.0,1,0.03,87,,0,,
200405,B,29,-3.5,-0.5,26,0.64,113,,25,,
200405,B,30,-11.0,1.5,1,0.03,114,,18,,
200405,B,31,-9.0,0.0,8,0.18,122,,23,,
200405,C,01,-12.0,0.5,0,0.00,122,,19,,
200405,C,02,-16.5,3.5,0,0.00,122,,19,,
200405,C,03,-11.0,7.0,0,0.00,122,,15,,
200405,C,04,-8.5,8.5,0,0.00,122,,13,,
200405,C,05,-7.0,9.0,0,0.00,122,,12,,
200405,C,06,-7.0,10.0,0,0.00,122,,12,,
200405,C,07,-6.0,11.0,0,0.00,122,,11,,
200405,C,08,0.0,11.0,0,0.00,122,,7,,
200405,C,09,-0.5,5.5,14,0.39,136,,11,,
200405,C,10,-1.0,6.5,1,0.03,137,,8,,
200405,C,11,-0.5,4.0,2,0.04,139,,9,,
200405,C,12,-3.5,2.0,0,0.00,139,,6,,
200405,C,13,-4.5,3.5,2,0.05,141,,7,,
200405,C,14,-4.5,4.0,5,0.09,146,,9,,
200405,C,15,-8.0,6.5,0,0.00,146,,8,,
200405,C,16,-5.5,8.5,0,0.00,146,,6,,
200405,C,17,-4.5,7.0,0,0.00,146,,6,,
200405,C,18,-2.5,8.5,0,0.00,146,,5,,
200405,C,19,-5.0,4.5,0,0.00,146,,5,,
200405,C,20,-4.0,0.0,5,0.11,151,,10,,
200405,C,21,-4.5,0.0,24,0.65,175,,30,,
200405,C,22,-9.0,0.5,2,0.03,177,,30,,
200405,C,23,-13.0,1.5,0,0.00,177,,25,,
200405,C,24,-11.0,-1.0,1,0.02,178,,25,,
200405,C,25,-6.0,3.5,0,0.00,178,,23,,
200405,C,26,-6.5,-1.0,34,0.79,212,,47,,
200405,C,27,-10.0,-6.5,30,0.54,242,,72,,
200405,C,28,-9.0,-3.0,58,1.39,300,,99,,
200405,C,29,-20.5,-9.0,4,0.06,304,,86,,
200405,C,30,-24.5,-11.0,0,0.00,304,,79,,
200405,D,01,-22.0,-6.5,0,0.00,304,,74,,
200405,D,02,-23.0,-7.0,0,0.00,304,,69,,
200405,D,03,-23.0,-5.5,0,0.00,304,,66,,
200405,D,04,-18.0,-1.5,0,0.00,304,,62,,
200405,D,05,-10.5,-2.0,7,0.15,311,,65,,
200405,D,06,-11.5,-4.0,4,0.08,315,,63,,
200405,D,07,-16.5,-4.5,1,0.03,316,,61,,
200405,D,08,-13.0,-3.0,3,0.04,319,,61,,
200405,D,09,-6.5,0.0,19,0.50,338,,69,,
200405,D,10,-6.5,4.0,0,0.00,338,,64,,
200405,D,11,-9.5,1.5,0,0.00,338,,61,,
200405,D,12,-8.5,5.0,0,0.00,338,,60,,
200405,D,13,-9.5,4.0,0,0.00,338,,58,,
200405,D,14,-8.5,1.5,0,0.00,338,,57,,
200405,D,15,-11.0,0.5,0,0.00,338,,56,,
200405,D,16,-13.5,-1.0,1,0.02,339,,56,,
200405,D,17,-17.0,-2.5,0,0.00,339,,56,,
200405,D,18,-14.0,-1.0,0,0.00,339,,56,,
200405,D,19,-14.5,-0.5,0,0.00,339,,56,,
200405,D,20,-10.5,1.0,0,0.00,339,,55,,
200405,D,21,-15.5,-4.0,0,0.00,339,,54,,
200405,D,22,-20.5,-8.5,0,0.00,339,,54,,
200405,D,23,-21.5,-11.5,1,0.02,340,,55,,
200405,D,24,-24.0,-10.5,0,0.00,340,,54,,
200405,D,25,-16.0,1.5,0,0.00,340,,54,,
200405,D,26,-13.5,0.5,0,0.00,340,,54,,
200405,D,27,-10.5,2.0,0,0.00,340,,54,,
200405,D,28,-4.0,3.5,0,0.00,340,,53,,
200405,D,29,-4.5,1.5,24,0.71,364,,75,,
200405,D,30,-6.5,0.5,18,0.65,382,,81,,
200405,D,31,-8.5,-1.0,4,0.09,386,,79,,
200405,E,01,-11.0,0.5,9,0.20,395,,84,,
200405,E,02,-13.5,-0.5,0,0.00,395,,80,,
200405,E,03,-11.5,0.0,0,0.00,395,,78,,
200405,E,04,-4.0,1.5,12,0.28,407,,84,,
200405,E,05,-7.0,-4.0,15,0.44,422,,89,,
200405,E,06,-10.0,-6.0,11,0.21,433,,97,,
200405,E,07,-12.0,-6.5,6,0.11,439,,94,,
200405,E,08,-9.0,-4.5,50,0.94,489,,132,,
200405,E,09,-4.5,0.5,29,1.02,518,,135,,
200405,E,10,-1.0,1.5,55,1.96,573,,166,,
200405,E,11,-2.0,0.0,41,1.42,614,,186,,
200405,E,12,-9.0,-3.5,17,0.46,631,,178,,
200405,E,13,-15.0,-7.0,0,0.00,631,,169,,
200405,E,14,-15.5,-6.5,0,0.00,631,,164,,
200405,E,15,-14.5,-3.5,0,0.00,631,,160,,
200405,E,16,-15.0,-4.0,0,0.00,631,,153,,
200405,E,17,-9.0,-1.0,1,0.02,632,,151,,
200405,E,18,-12.0,0.0,0,0.00,632,,146,,
200405,E,19,-9.0,1.5,0,0.00,632,,143,,
200405,E,20,-9.5,3.0,0,0.00,632,,140,,
200405,E,21,-9.5,1.0,0,0.00,632,,139,,
200405,E,22,-11.5,1.5,0,0.00,632,,137,,
200405,E,23,-12.0,1.0,0,0.00,632,,135,,
200405,E,24,-11.5,3.0,0,0.00,632,,134,,
200405,E,25,-11.5,1.0,0,0.00,632,,134,,
200405,E,26,-12.0,-0.5,0,0.00,632,,132,,
200405,E,27,-4.5,1.5,5,0.15,637,,135,,
200405,E,28,-5.0,1.0,1,0.03,638,,133,,
200405,E,29,-9.0,-0.5,1,0.02,639,,132,,
200405,E,30,-9.5,-1.0,1,0.03,640,,131,,
200405,E,31,-10.0,-3.5,5,0.10,645,,135,,
200405,F,01,-15.5,-4.5,5,0.05,650,,134,,
200405,F,02,-19.0,-6.5,0,0.00,650,,132,,
200405,F,03,-17.0,0.5,0,0.00,650,,131,,
200405,F,04,-14.5,0.0,0,0.00,650,,130,,
200405,F,05,-14.5,-1.0,0,0.00,650,,129,,
200405,F,06,-12.0,0.0,0,0.00,650,,127,,
200405,F,07,-11.0,-3.5,10,0.18,660,,136,,
200405,F,08,-9.5,-5.0,19,0.49,679,,147,,
200405,F,09,-14.5,-4.5,1,0.02,680,,145,,
200405,F,10,-17.0,-3.0,0,0.00,680,,141,,
200405,F,11,-11.5,2.0,0,0.00,680,,138,,
200405,F,12,-1.5,3.5,3,0.08,683,,137,,
200405,F,13,-5.0,2.0,2,0.03,685,,135,,
200405,F,14,-9.0,0.0,6,0.13,691,,140,,
200405,F,15,-2.5,-0.5,15,0.38,706,,146,,
200405,F,16,-3.5,0.0,39,0.89,745,,174,,
200405,F,17,-14.0,-1.0,4,0.07,749,,165,,
200405,F,18,-13.5,-0.5,1,0.03,750,,162,,
200405,F,19,-3.5,-0.5,28,0.76,778,,180,,
200405,F,20,-4.5,-0.5,24,0.71,802,,192,,
200405,F,21,-5.0,-1.0,23,0.62,825,,195,,
200405,F,22,-5.5,0.5,16,0.49,841,,198,,
200405,F,23,-11.0,-2.0,9,0.23,850,,199,,
200405,F,24,-15.5,-1.0,0,0.00,850,,191,,
200405,F,25,-15.5,-2.0,0,0.00,850,,184,,
200405,F,26,-9.0,-3.0,8,0.18,858,,186,,
200405,F,27,-13.5,-3.5,1,0.03,859,,179,,
200405,F,28,-8.5,-1.0,1,0.03,860,,178,,
200405,G,01,-9.0,-1.5,1,0.03,861,,175,,
200405,G,02,-13.5,-2.0,7,0.18,868,,175,,
200405,G,03,-13.5,-1.0,0,0.00,868,,173,,
200405,G,04,-13.0,-0.5,0,0.00,868,,170,,
200405,G,05,-11.0,1.5,0,0.00,868,,167,,
200405,G,06,-9.0,1.5,0,0.00,868,,164,,
200405,G,07,-7.0,1.0,0,0.00,868,,162,,
200405,G,08,-2.0,1.5,3,0.06,871,,162,,
200405,G,09,-3.5,4.0,0,0.00,871,,159,,
200405,G,10,-7.0,3.0,0,0.00,871,,156,,
200405,G,11,-10.0,3.5,0,0.00,871,,155,,
200405,G,12,-8.0,4.0,0,0.00,871,,152,,
200405,G,13,-7.0,0.0,0,0.00,871,,150,,
200405,G,14,-13.5,-5.0,0,0.00,871,,149,,
